GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2008-04-16,20701230,Final,1610612744,1610612760,2007,1610612744,121.0,0.4270000000000001,0.75,0.3329999999999999,24.0,50.0,1610612760,126.0,0.5529999999999999,0.773,0.5,32.0,55.0,0
2008-04-16,20701223,Final,1610612759,1610612762,2007,1610612759,109.0,0.594,0.731,0.5,25.0,39.0,1610612762,80.0,0.3829999999999999,0.8420000000000001,0.1669999999999999,19.0,36.0,1
2008-04-16,20701229,Final,1610612756,1610612757,2007,1610612756,100.0,0.474,0.815,0.4,28.0,57.0,1610612757,91.0,0.4,0.632,0.318,14.0,36.0,1
2008-04-16,20701217,Final,1610612766,1610612755,2007,1610612766,115.0,0.57,0.792,0.353,34.0,35.0,1610612755,109.0,0.474,0.643,0.476,25.0,43.0,1
2008-04-16,20701218,Final,1610612753,1610612764,2007,1610612753,103.0,0.466,0.563,0.4,29.0,43.0,1610612764,83.0,0.474,0.5379999999999999,0.25,20.0,41.0,1
2008-04-16,20701219,Final,1610612739,1610612765,2007,1610612739,74.0,0.3289999999999999,0.688,0.0,13.0,50.0,1610612765,84.0,0.386,0.833,0.357,21.0,50.0,0
2008-04-16,20701220,Final,1610612754,1610612752,2007,1610612754,132.0,0.506,0.846,0.579,30.0,48.0,1610612752,123.0,0.408,0.882,0.3329999999999999,21.0,45.0,1
2008-04-16,20701221,Final,1610612738,1610612751,2007,1610612738,105.0,0.451,0.767,0.5329999999999999,22.0,44.0,1610612751,94.0,0.4370000000000001,0.8,0.421,28.0,36.0,1
2008-04-16,20701222,Final,1610612748,1610612737,2007,1610612748,113.0,0.478,0.733,0.3779999999999999,30.0,37.0,1610612737,99.0,0.474,0.759,0.273,20.0,44.0,1
2008-04-16,20701224,Final,1610612750,1610612749,2007,1610612750,110.0,0.414,0.741,0.421,21.0,51.0,1610612749,101.0,0.447,0.778,0.231,26.0,54.0,1
